group,key,val
1,A,54
2,AA,1
2,AB,170
3,AAB,117
3,ABC,1324
3,AAA,0
4,AABC,1102
4,AAAA,0
4,AAAB,15
4,ABCD,4183
4,AABB,51
5,AABBC,220
5,AAAAB,0
5,AAABC,101
5,AAAAA,0
5,AAABB,9
5,AABCD,3202
5,ABCDE,6647
6,AABBCC,60
6,ABCDEF,8459
6,AAABBB,1
6,AABBCD,1172
6,AAAABC,12
6,AAAAAB,0
6,AAAAAA,0
6,AABCDE,7362
6,AAABBC,96
6,AAAABB,3
6,AAABCD,439
7,AAAABBC,6
7,AAAAAAA,0
7,AAAABCD,22
7,AABCDEF,11021
7,AAABCDE,914
7,ABCDEFG,8225
7,AABBCDE,3118
7,AAAAAAB,0
7,AABBCCD,158
7,AAABBCD,338
7,AAAAABC,0
7,AAABBCC,8
7,AAAABBB,1
7,AAAAABB,0
7,AAABBBC,4
8,AAABBCDE,1005
8,AAAABBBB,0
8,AAAAAABC,0
8,AAAABBCC,17
8,AABBCDEF,6661
8,AABBCCDD,22
8,AAABBBCC,2
8,AAAAABCD,0
8,AAAAAABB,0
8,AAABBBCD,37
8,ABCDEFGH,6336
8,AAAAAAAA,0
8,AABCDEFG,13155
8,AAAABBCD,54
8,AABBCCDE,842
8,AAAAABBC,0
8,AAAAABBB,0
8,AAAAAAAB,0
8,AAAABCDE,91
8,AAABCDEF,1655
8,AAAABBBC,3
8,AAABBCCD,95
9,AAAAABBCC,1
9,AABBCCDDE,104
9,AAAABBBBC,0
9,AAABBCCDE,334
9,AABBCDEFG,9699
9,AAAAAAABC,0
9,AABBCCDEF,2130
9,AAABBBCCC,0
9,AAAAABBBC,0
9,AAAAABBCD,1
9,AAAABBCCD,7
9,ABCDEFGHI,3961
9,AAABBCDEF,1978
9,AAABBBCCD,20
9,AAAAAABBB,0
9,AAAABCDEF,136
9,AAAAABCDE,3
9,AAAAABBBB,0
9,AAABCDEFG,1860
9,AAAAAAAAA,0
9,AAAAAABCD,0
9,AAAAAAABB,0
9,AAAAAABBC,0
9,AAAABBCDE,86
9,AAAABBBCD,5
9,AABCDEFGH,11979
9,AAAAAAAAB,0
9,AAABBBCDE,104
9,AAAABBBCC,0
9,AAABBCCDD,5
10,AAAAABBBCC,0
10,AAAAAAABCD,0
10,AAAAAAAABB,0
10,AAABCDEFGH,1763
10,AAAAABBBBC,0
10,ABCDEFGHIJ,1894
10,AAABBCCDEF,1028
10,AABBCCDDEE,4
10,AAAAAAABBB,0
10,AABBCCDDEF,418
10,AAABBBCCDE,60
10,AAABBBCCCD,0
10,AABCDEFGHI,8330
10,AAAAABBBBB,0
10,AAAAAAAABC,0
10,AAAABCDEFG,162
10,AAAABBBCCC,0
10,AAAAABBBCD,0
10,AAAABBBBCC,0
10,AAABBBCDEF,171
10,AAAAABBCDE,4
10,AAAAAABBBB,0
10,AAAABBCDEF,191
10,AAABBBCCDD,1
10,AAABBCCDDE,60
10,AAAAABBCCD,1
10,AAAAAAAAAB,0
10,AAAABBCCDD,3
10,AAAAABCDEF,6
10,AABBCDEFGH,10006
10,AAAAAABCDE,0
10,AAAABBBCCD,7
10,AAAAAAAAAA,0
10,AAAAAABBBC,0
10,AAAAAAABBC,0
10,AAAAAABBCD,0
10,AAAABBBCDE,14
10,AAAABBCCDE,41
10,AAAABBBBCD,1
10,AABBCCDEFG,3837
10,AAAAAABBCC,0
10,AAABBCDEFG,2875
11,AAAAAAAABBC,0
11,AAABBBCCDDE,12
11,AAAABBBBCCD,1
11,AAAAAABBBCC,0
11,AAAABBBCCDD,0
11,AAAABBCDEFG,269
11,AAAAAAABBBB,0
11,AAABBBCCCDE,4
11,AAAAAABBBBB,0
11,AAAAAABBCDE,0
11,AAAABBCCDDE,6
11,AAABBBCDEFG,249
11,AAAABBBCCDE,14
11,AAAABCDEFGH,131
11,AAAAABBCCDE,8
11,AABBCDEFGHI,7915
11,AAAAAAAAABB,0
11,AABBCCDEFGH,4746
11,AABBCCDDEFG,964
11,AAAAAAAABCD,0
11,AAAABBCCDEF,98
11,AAAAABBBCCC,0
11,AAAABBBCCCD,0
11,AAABBCCDDEF,251
11,AAAAABBBBCC,0
11,AAAAAAAAAAB,0
11,AAAAABBBCCD,1
11,AAAABBBBCCC,0
11,AAAAAABCDEF,0
11,AAAAAABBBCD,0
11,AAABBCDEFGH,2995
11,AAAAABCDEFG,6
11,AAABCDEFGHI,1207
11,AAABBCCDDEE,3
11,AAAAAAAAABC,0
11,AAAAABBBBCD,0
11,AAAABBBBCDE,1
11,AAAAAAABBCD,0
11,ABCDEFGHIJK,662
11,AABBCCDDEEF,41
11,AAAAABBBBBC,0
11,AABCDEFGHIJ,4471
11,AAAAAABBCCD,0
11,AAABBBCCCDD,0
11,AAAAABBCDEF,10
11,AAAAABBCCDD,0
11,AAAAAAABBBC,0
11,AAAABBBCDEF,47
11,AAAAAAAABBB,0
11,AAABBBCCDEF,172
11,AAAAAAABCDE,0
11,AAAAAAABBCC,0
11,AAABBCCDEFG,1728
11,AAAAAAAAAAA,0
11,AAAAAABBBBC,0
11,AAAAABBBCDE,3
12,AAAAAAABBBBC,0
12,AAAAAAAABCDE,0
12,AAAABBCCDDEF,43
12,AAAAABBBCDEF,6
12,AAAAAAAABBCC,0
12,AAABBCCDEFGH,2268
12,AAAAAAAABBBB,0
12,AAAAABBBBCDE,2
12,AAAAAAAAABBC,0
12,AAAAAAAAAAAA,0
12,AAAABBBCDEFG,80
12,AAAAAAAAABCD,0
12,AAAAABBCDEFG,24
12,AAABBBCCDEFG,279
12,ABCDEFGHIJKL,185
12,AAAABBBBCCCD,1
12,AAAAAAABBBCC,0
12,AAABBBCCCDEF,12
12,AAAAAAAAAABB,0
12,AAABBBCCDDEE,2
12,AAAABBCDEFGH,326
12,AAAAABBBBBCC,0
12,AAABBBCCCDDD,0
12,AAAAAABBCCDD,0
12,AABBCCDDEEFG,153
12,AAABCDEFGHIJ,674
12,AABBCCDDEFGH,1555
12,AAAABBBCCDEF,58
12,AAAAAABBBBBB,0
12,AAABBCCDDEFG,624
12,AAAAABBBBBCD,0
12,AAABBBCDEFGH,247
12,AAAAAAABBBCD,0
12,AAAABBBBCDEF,5
12,AABBCDEFGHIJ,4776
12,AAAAAABBBCCD,0
12,AABBCCDDEEFF,0
12,AAAAAABBBBCD,0
12,AAAAAAAABBCD,0
12,AAAAAABBBCCC,0
12,AAAABBBBCCDE,2
12,AAAAABCDEFGH,10
12,AAABBBCCDDEF,69
12,AAAABCDEFGHI,113
12,AAAABBBBCCCC,0
12,AAAAAABBBBCC,0
12,AAAAABBCCDDE,3
12,AAAAAAABCDEF,0
12,AAAAAAAABBBC,0
12,AAAAAAAAAABC,0
12,AAAAAABCDEFG,0
12,AAAABBBBCCDD,2
12,AAAAAAAAABBB,0
12,AAAAABBBCCDD,0
12,AAABBCDEFGHI,2384
12,AABBCCDEFGHI,4497
12,AAAABBBCCCDD,0
12,AAABBBCCCDDE,2
12,AAAAAAABBCDE,0
12,AAAAAAAAAAAB,0
12,AAAAAABBBCDE,0
12,AAAAAABBCCDE,1
12,AAAAABBBCCDE,3
12,AAAAAAABBCCD,0
12,AAAABBCCDEFG,217
12,AAAAAAABBBBB,0
12,AAAABBCCDDEE,2
12,AAAAAABBBBBC,0
12,AAAAABBBBCCC,0
12,AAAAABBBCCCD,0
12,AABCDEFGHIJK,1795
12,AAABBCCDDEEF,28
12,AAAABBBCCCDE,1
12,AAAAAABBCDEF,0
12,AAAAABBBBCCD,0
12,AAAAABBCCDEF,10
12,AAAABBBCCDDE,3
13,AAABBCCDDEFGH,1045
13,AAAAAAAAAABBC,0
13,AAAAAAAAABBCD,0
13,AAAABBBCDEFGH,82
13,AAAAAAABBBCDE,0
13,AAAAAAAABBBBB,0
13,AAAAABBBCCCDD,0
13,AAAAAAABBBBBB,0
13,AAAAAABBCCDDE,0
13,AABBCCDDEEFGH,342
13,AAAAAAAAABCDE,0
13,AAAAAABBBBCDE,0
13,AAAABBBBCCDDE,0
13,AAAABBCDEFGHI,288
13,AAAAABBBBCDEF,1
13,AAABBBCDEFGHI,219
13,AAAAAAAABBBCC,0
13,AAAAAAAAAAAAB,0
13,AAAAABBCCDEFG,15
13,AAAAAAABBBBBC,0
13,AAAAAAAAAAABB,0
13,AAAABBBBCCCDD,0
13,AAAAABBBBBCCD,0
13,AAAAAABBCDEFG,0
13,AAAAABBBCCDDE,0
13,AAAAAAABBBCCD,0
13,AAAAAAAABBCDE,0
13,AAABCDEFGHIJK,324
13,AAAABBBCCCDDE,1
13,AAAAAABBBCCCD,0
13,AAAAAAABBBBCD,0
13,AAAAABBBBCCDD,0
13,AAAABCDEFGHIJ,80
13,AAABBBCCDDEEF,17
13,AAAAAAAAABBCC,0
13,AAAAAAABBBCCC,0
13,AAAAAAAAABBBC,0
13,AAAAAABBBBBBC,0
13,AAAAAAAABBCCD,0
13,AAABBBCCCDDEE,1
13,AAAAAABCDEFGH,0
13,AAAAABBBBCCCC,0
13,AAAAAABBBCDEF,1
13,AAAAAABBBBBCD,0
13,AAAAAABBCCDEF,0
13,AABBCCDEFGHIJ,3033
13,AAAAABBBCDEFG,9
13,AABBCCDDEFGHI,1758
13,AAAAABBCCDDEE,0
13,AAAABBBCCDEFG,84
13,AAAAAAABBCCDD,0
13,AAAABBCCDDEFG,82
13,AAAAABCDEFGHI,4
13,AAAAAAAABBBCD,0
13,AAAAAAAAAABBB,0
13,AAAAAAABBCCDE,0
13,AABBCCDDEEFFG,19
13,AABCDEFGHIJKL,557
13,AAABBBCCDEFGH,364
13,AAABBBCCCDDDE,0
13,AAABBCCDDEEFF,3
13,AAAAAABBBBBCC,0
13,AAABBBCCCDDEF,7
13,AAAABBBBCCDEF,5
13,AAAAABBBCCDEF,13
13,AAAABBBCCCDEF,5
13,AAAABBBBCCCCD,0
13,AAAABBBCCCDDD,0
13,AAAAABBBBBCDE,0
13,AAAAAAABBCDEF,0
13,ABCDEFGHIJKLM,36
13,AAAAABBBBCCDE,2
13,AAAAABBCDEFGH,32
13,AAAAAABBBCCDD,0
13,AAAAAABBBBCCC,0
13,AAAABBBBCCCDE,0
13,AAAAAABBBBCCD,1
13,AAAAAAAAAAAAA,0
13,AAAAABBCCDDEF,2
13,AAAAABBBBCCCD,0
13,AAAAAAAABCDEF,0
13,AAAABBCCDEFGH,265
13,AAAAAAAAABBBB,0
13,AAAABBCCDDEEF,1
13,AAABBBCCDDEFG,167
13,AAAAAABBBCCDE,0
13,AAAAAAAAAAABC,0
13,AAAAAAABCDEFG,0
13,AAABBCCDDEEFG,151
13,AAAAABBBCCCDE,0
13,AAAAAAABBBBCC,0
13,AABBCDEFGHIJK,2196
13,AAAABBBBCDEFG,8
13,AAABBBCCCDEFG,20
13,AAABBCCDEFGHI,2137
13,AAABBCDEFGHIJ,1549
13,AAAAAAAABBBBC,0
13,AAAABBBCCDDEF,12
13,AAAAAAAAAABCD,0
13,AAAAABBBBBCCC,0
13,AAAABBBCCDDEE,0
14,AAAAAAABCDEFGH,0
14,AAAAAAABBCDEFG,0
14,AAAAAAAABBBBCD,0
14,AAAAABBBBCCCCD,0
14,AAAAABBBCCCDDD,0
14,AAAAAAAABBBCDE,0
14,AAAABBBCCDDEFG,61
14,AAAABBBCCDEFGH,120
14,AAAAAAABBBBCCD,0
14,AAAABBBBCCDDEF,1
14,AAAAABBBBBCCDD,0
14,AAAAAAAAAABBBB,0
14,AAAAABBBCCDDEE,0
14,AABBCCDDEEFFGG,1
14,AAAABBBBCCCDDD,0
14,AAAABBBCDEFGHI,58
14,AAAABBBCCCDEFG,7
14,AAAAAAABBBBBCC,0
14,AAAAAAAABBBBBB,0
14,AAAAAABBBCCDEF,0
14,AAAAAAAABBBBCC,0
14,AAAAAAABBCCDEF,0
14,AABBCCDDEFGHIJ,1295
14,AAAABBCDEFGHIJ,159
14,AAAABBCCDDEEFF,0
14,AAAAAAABBCCDDE,0
14,AAAAAABBBCCCDE,0
14,AAAAABBBBCCCDE,0
14,AAAAAAAABCDEFG,0
14,AAABBBCCDDEFGH,263
14,AAAAAAAAAAABBB,0
14,AAAAABBBBCCDDE,0
14,AAABBBCCCDDEFG,25
14,AAAAAAAAAAAABB,0
14,AAABBBCCCDDDEF,0
14,AAAAABBBCCDEFG,17
14,AABBCDEFGHIJKL,715
14,AAAAABBBBBCCCD,0
14,AAAAABBBBCCCDD,0
14,AAABBBCCDDEEFF,2
14,AAAAABBCCDDEFG,5
14,AAAAAABBBCCCDD,0
14,AAAAAABBBBBBCD,0
14,AAABBCCDDEEFFG,13
14,AAAABBBBCCCDEF,0
14,AAAAABBCCDDEEF,0
14,AAAABBBBCCCCDD,0
14,AAAAABCDEFGHIJ,4
14,AAAAABBCCDEFGH,24
14,AAAAABBCDEFGHI,21
14,AAAABBBCCCDDEE,0
14,AAAAAAAAAAAABC,0
14,AAAABBBCCDDEEF,4
14,AAAAABBBBBCCDE,1
14,AABBCCDDEEFFGH,60
14,AAAABBBBCDEFGH,4
14,AAAAAABCDEFGHI,1
14,AAAAAABBCDEFGH,2
14,AAAAAAABBBCDEF,1
14,AAAAABBBCCCDDE,1
14,AAABBBCCCDDEEF,1
14,AAAAAAAABBBCCC,0
14,AAABBBCCDEFGHI,384
14,AAAAAABBBBBCDE,0
14,AAAAAAABBBCCDD,0
14,AAAAAABBCCDEFG,4
14,AAAAAABBBBCCCD,0
14,AAAAAAAAABBBBC,0
14,AAAAAABBBBBCCC,0
14,ABCDEFGHIJKLMN,7
14,AAAABBBCCCDDDE,0
14,AAAAAAAABBCCDD,0
14,AABCDEFGHIJKLM,117
14,AAAABBBCCCDDEF,4
14,AAAAAAAAAABCDE,0
14,AAAABBBBCCCDDE,0
14,AAAAAAAAAAABBC,0
14,AAAAAAAABBCDEF,0
14,AABBCCDEFGHIJK,1445
14,AAAAAAAAABBCDE,0
14,AAAAAABBBBBBCC,0
14,AAAAAAABBBBCCC,0
14,AAAAAABBBBCCDE,0
14,AAAABBCCDEFGHI,270
14,AAAAABBBCDEFGH,3
14,AAAABBCCDDEEFG,26
14,AAAABCDEFGHIJK,32
14,AAAAAAAABBBCCD,0
14,AAAAAAABBBCCCD,0
14,AAAAAAAABBBBBC,0
14,AAAAABBBCCCDEF,0
14,AAABBCCDDEEFGH,312
14,AAABBCCDEFGHIJ,1506
14,AAAABBBBCCDDEE,0
14,AAAAAAABBBBCDE,0
14,AAAAABBBBCDEFG,4
14,AAAAAABBCCDDEE,0
14,AAAABBBBCCDEFG,2
14,AAAAAAAAABBBCC,0
14,AAAAAABBBCCDDE,0
14,AAAAAAAAAABBCD,0
14,AAAAAAAAABBCCD,0
14,AAAABBBBCCCCDE,0
14,AAAAAAAABBCCDE,0
14,AAAAAAAAABBBBB,0
14,AAAAABBBBCCDEF,0
14,AAAAAAAAABCDEF,0
14,AAABBBCCCDEFGH,23
14,AAAAAAABBBBBBB,0
14,AAAAAABBBCDEFG,3
14,AAAABBCCDDEFGH,152
14,AAAAAAABBBBBCD,0
14,AAABBBCDEFGHIJ,122
14,AAABBCDEFGHIJK,699
14,AAABBBCCDDEEFG,38
14,AAAAAABBCCDDEF,0
14,AAAAAAAAAABBBC,0
14,AAABBBCCCDDDEE,0
14,AAAAABBBBBCDEF,0
14,AAABBCCDDEFGHI,1169
14,AAAAAAAAAAAAAB,0
14,AAAAAAABBBCCDE,0
14,AAAAAAAAABBBCD,0
14,AAAAAABBBBBCCD,0
14,AAABCDEFGHIJKL,101
14,AAAAABBBBBCCCC,0
14,AAAAAAABBBBBBC,0
14,AAAAABBBCCDDEF,1
14,AABBCCDDEEFGHI,474
14,AAAAAAAAAAAAAA,0
14,AAAAAABBBBCCCC,0
14,AAAAAAAAAAABCD,0
14,AAAAAAAAAABBCC,0
14,AAAAAABBBBCCDD,0
14,AAAAAABBBBCDEF,0
15,AAAAAAAAAABBCDE,0
15,AAAAAAAAABBBBBB,0
15,AAAAAAABBBBBBCD,0
15,AAAABBBBCCCCDDD,0
15,AAABBBCCCDDEEFG,11
15,AAAAABBBBBCCDEF,1
15,AAAAABBBBCCCCDD,0
15,AAAAAABBBCCDEFG,3
15,AAABBBCCCDDDEEE,0
15,AAAAAABBBCCCDDD,0
15,AAAAABCDEFGHIJK,1
15,AAAABBCCDDEEFFG,3
15,AAAAAAAAAAAAAAA,0
15,AAAAAAABBBBBBCC,0
15,AAAAABBCDEFGHIJ,19
15,AAAAAABBBBBBCCD,0
15,AAAAABBBBBCCCCC,0
15,AAAAAABCDEFGHIJ,0
15,AAAAAAABBBCCCDE,0
15,AAABBBCCCDDEEFF,1
15,AAAAAAAAABBBBBC,0
15,AAAAAABBBBBCCDD,0
15,AAAAABBBBCCDDEE,0
15,AAAAAAABBCDEFGH,0
15,AAAAAAABBBBCCCD,0
15,AAAAABBBBCCDDEF,0
15,AAAABBBBCCCDDEE,0
15,AAAAAAAABBBCDEF,0
15,AAAABBBBCCDDEEF,0
15,AAAABBBBCCCDDDE,0
15,AAAAAAAAAABBBCD,0
15,AAABBBCDEFGHIJK,63
15,AAAABBBBCCCDEFG,0
15,AAABBCCDDEEFGHI,428
15,AAAAAAAAAAAABBB,0
15,AAABBBCCDDEFGHI,288
15,AAAABBBCCDDEFGH,76
15,AAAABBCCDEFGHIJ,177
15,AAAAAABBCCDEFGH,2
15,AAAABBBBCCCCDEF,0
15,AAAAABBBBBCCCDE,0
15,AAAAAAAAABBBCDE,0
15,AAAAAABBCCDDEFG,0
15,AAAAAAAABBBBBBB,0
15,AABBCCDEFGHIJKL,561
15,AAAABBBCCCDDDEF,1
15,AAAAABBBCCCDDEE,0
15,AAAAAAAABBCCDEF,0
15,AAAABBBCCDEFGHI,91
15,AAAAAAABBCCDEFG,0
15,AAABBBCCDDEEFFG,10
15,AABBCDEFGHIJKLM,157
15,AAAAAAAABCDEFGH,0
15,AAAAABBCCDDEEFG,2
15,AAAAAAABBBBCDEF,0
15,AAAABBCDEFGHIJK,70
15,AAAAAAAAABBCCDE,0
15,AAAAAAAAABBBCCD,0
15,AAAAAAAABBBBBBC,0
15,AAAAABBBBCCCCDE,0
15,AAAAABBBCCDDEFG,5
15,AAAAAABBBBBCCCD,0
15,AAAAAAAAAABBCCD,0
15,AAAAAABBBBBBCCC,0
15,AAAAAAAAAAAABBC,0
15,AAAAABBBCCCDDDE,0
15,AAAAAABBBBCCCCD,0
15,AAAAAAAABBCCDDE,0
15,AAAABBBBCCCDDEF,1
15,AAAAAAAAAAABBBC,0
15,AAAAAAAAAAABBCD,0
15,AAAAAABBBBCCCDD,0
15,AAAAAAAABBBBCCD,0
15,AAAAAAAAAAABCDE,0
15,AAAAABBBBCCCDDE,0
15,AAAAABBBCCCDEFG,1
15,AAAAAAABBCCDDEF,0
15,AAAAAABBBBCDEFG,0
15,AAAAAAABBBBCCCC,0
15,AAAAAABBBBBCCCC,0
15,AAAAABBCCDEFGHI,14
15,AAAAAAAAAAABBBB,0
15,AAAAABBBCCDDEEF,0
15,AAAABBCCDDEEFGH,33
15,AAAAAAAAAABBBBB,0
15,AABCDEFGHIJKLMN,19
15,AAAAAAAAABCDEFG,0
15,AAAAABBBBBCCCCD,0
15,AAAAAAAAAABCDEF,0
15,AAAAAABBBBCCCDE,0
15,AAAAAABBBCCDDEE,0
15,AAABBBCCCDEFGHI,24
15,AAAAAAAABBBBBCD,0
15,AAAAAAAAAAAAAAB,0
15,AAAAABBBCCDEFGH,14
15,AAAAAAAABBBBBCC,0
15,AAAAAAAAAABBBCC,0
15,AAAAAAABCDEFGHI,0
15,AAAAAAABBBCCDDE,0
15,AAAABBBCDEFGHIJ,31
15,AAAAABBBCCCDDEF,0
15,AAAAAAABBBBBCCD,0
15,AAAAAABBBCCCDDE,0
15,AAABBCDEFGHIJKL,239
15,AAABBBCCCDDEFGH,39
15,AAAAAAAABBBCCDD,0
15,AAAAAAAAAAAAABB,0
15,AAABBBCCCDDDEFG,1
15,AAAAAAABBBBBBBC,0
15,AAAAABBBBBCDEFG,0
15,AAAAAAAAABBCDEF,0
15,AAABBCCDEFGHIJK,750
15,AAAABBBCCDDEEFG,14
15,AABBCCDDEEFFGHI,79
15,ABCDEFGHIJKLMNO,1
15,AAAABCDEFGHIJKL,12
15,AAAAAAABBBBCCDD,0
15,AAAAAAABBBCDEFG,0
15,AAAAAAABBBBCCDE,0
15,AAABBBCCCDDDEEF,0
15,AAAAAAAAABBBBCC,0
15,AAAAAAAAABBBBCD,0
15,AAAABBBCCCDEFGH,9
15,AAAABBBBCDEFGHI,5
15,AAAABBBBCCDDEFG,2
15,AAAABBBBCCDEFGH,3
15,AAAAAABBBBBCDEF,0
15,AAAAAABBCCDDEEF,0
15,AAAAAABBCDEFGHI,0
15,AAAABBBCCDDEEFF,0
15,AAABCDEFGHIJKLM,19
15,AAAAAAAABBCDEFG,0
15,AAAAABBBBBCCCDD,0
15,AAABBCCDDEFGHIJ,905
15,AAABBBCCDEFGHIJ,284
15,AAAAAAABBBCCDEF,1
15,AAAAAABBBCCCDEF,0
15,AAABBBCCDDEEFGH,100
15,AAAABBBBCCCCDDE,0
15,AAAAAAAABBBBCDE,0
15,AABBCCDDEFGHIJK,714
15,AAAAAAABBCCDDEE,0
15,AAAABBCCDDEFGHI,141
15,AAAAABBBBCCCDDD,0
15,AAABBCCDDEEFFGH,62
15,AAAAABBBBCDEFGH,4
15,AAAAAABBBBCCDDE,0
15,AABBCCDDEEFFGGH,3
15,AAAAABBBCDEFGHI,3
15,AAAAAABBBBBBCDE,0
15,AAAAAAAAAAAAABC,0
15,AAAAAABBBCCDDEF,0
15,AABBCCDDEEFGHIJ,408
15,AAAAAAAABBBBCCC,0
15,AAAAABBBBBCCDDE,0
15,AAAAAAAAAAABBCC,0
15,AAAAAABBBBCCDEF,0
15,AAAAABBCCDDEFGH,8
15,AAAABBBCCCDDDEE,0
15,AAAAAABBBCDEFGH,0
15,AAAAAAAAABBBCCC,0
15,AAAAABBBBCCDEFG,2
15,AAAAAAAAAABBBBC,0
15,AAAAAAAAAAAABCD,0
15,AAAAAAABBBCCCDD,0
15,AAAAAAAAABBCCDD,0
15,AAAAABBBBCCCDEF,0
15,AAAAABBCCDDEEFF,0
15,AAAAAAAABBBCCCD,0
15,AAAAAAABBBBBCCC,0
15,AAAAAABBBBBCCDE,0
15,AAAAAAABBBBBCDE,0
15,AAABBCCDDEEFFGG,0
15,AAAAAAAABBBCCDE,0
15,AAAABBBCCCDDEEF,1
15,AAAABBBCCCDDEFG,8
16,AAAAAAAAABBBCCCD,0
16,AAAAAABBBBCCCDEF,0
16,AAAAAABBBBCCDDEF,0
16,AAAAAAAAAAAABBBB,0
16,AAAABBBCCDDEEFGH,35
16,AAAAAAAAAABBCCDD,0
16,AAAABBBCCDDEFGHI,101
16,AAAAAAAABBBBCCDE,0
16,AAAAAABBBBCCCCDD,0
16,AAABBBCCCDDDEFGH,1
16,AAAABBBBCCCDEFGH,0
16,AAAAAAAAAABBCCDE,0
16,AAAABBCCDDEFGHIJ,117
16,AAAAAAAAABBCDEFG,0
16,AAAAAAAAABBBBBCC,0
16,AAABBBCCCDDDEEFG,1
16,ABCDEFGHIJKLMNOP,0
16,AAAAABBBCCCDDDEE,0
16,AAAABBBBCCCCDDDD,0
16,AAABBBCCCDDEFGHI,50
16,AAABBBCCCDDEEFGH,25
16,AAAAAABBBBCCCDDE,0
16,AAAAAAABBCDEFGHI,0
16,AABBCDEFGHIJKLMN,21
16,AAAAAABBBBBCCCDE,0
16,AAABBBCCDDEEFGHI,160
16,AAAAAAAAAAAAAAAA,0
16,AAAAABBBBCCCCDEF,0
16,AAABBBCCCDDEEFFG,5
16,AAAABCDEFGHIJKLM,4
16,AAAABBCCDEFGHIJK,99
16,AAAAABBBBCCDDEEF,0
16,AAAAAAAAABBBCCDE,0
16,AAAAAAAAAABBBCCD,0
16,AAAAAAAAAAABBBBB,0
16,AAAAAAAAAAABBCDE,0
16,AAAAAAAAAABCDEFG,0
16,AAAAAABBBBBBCDEF,0
16,AAAAAAAABBCDEFGH,0
16,AAAAABBBCCDDEFGH,15
16,AAABBCCDDEEFFGGH,4
16,AAAAAAAAAAABCDEF,0
16,AAAAAABBBBCCDEFG,0
16,AAAAAAABBBBCDEFG,0
16,AAAAAAAABBBBCCCC,0
16,AAABBBCCDDEEFFGH,30
16,AAAAABBBCCCDDDEF,0
16,AAAABBBBCDEFGHIJ,0
16,AAAAABBCCDDEFGHI,14
16,AAAAAABBBCCCDDDE,0
16,AAAAABBCDEFGHIJK,7
16,AAAABBBCCCDEFGHI,12
16,AAAABBBBCCCDDDEE,0
16,AAAABBBBCCDEFGHI,8
16,AAABBCCDDEFGHIJK,484
16,AAAAAAAABBBCCCDE,0
16,AAAABBBCCCDDEEFG,1
16,AAAAAAAAAABBBBCC,0
16,AAABBBCCCDDDEEFF,0
16,AAAAAAABBBCDEFGH,0
16,AAAAAAABBCCDEFGH,0
16,AAAAAAABBBCCCDDD,0
16,AAAAABBBBCCDEFGH,2
16,AAAAAAAAAAAABBCD,0
16,AAABBBCCCDDDEEEF,0
16,AAAAAAAAAAAAAAAB,0
16,AAAAAAAABBBBBCDE,0
16,AAAAABBBBBCCDDEF,0
16,AAAAABBBBBCCCDEF,0
16,AAAAAAAABBBBBCCD,0
16,AAAAAABBBBBBCCDD,0
16,AAAAABBBBCCCDDEE,0
16,AABCDEFGHIJKLMNO,2
16,AAAAABBCCDDEEFGH,5
16,AAAAAAAABBBBCCDD,0
16,AAAAABBBBCCCDDDE,0
16,AAAAAAAABBBBBBCD,0
16,AAAAAAAABBCCDDEE,0
16,AAAABBBCCCDDDEEF,1
16,AAAAABBBBBCCCDDD,0
16,AAAAABBBBCCCDDEF,0
16,AAAAABBBBCCCCDDD,0
16,AAAAAABBCCDDEFGH,0
16,AAAAABBCCDEFGHIJ,10
16,AAAABBBBCCDDEFGH,3
16,AAABBBCCDEFGHIJK,134
16,AAAAAAAABCDEFGHI,0
16,AAAAAAAAAABBBBBB,0
16,AAAAABBBCCDDEEFG,3
16,AAAAAAABBBBBBCCD,0
16,AAAAAABBBBBCCCCD,0
16,AAAAAAAABBBBBBCC,0
16,AAAAAAAAABBBBCCC,0
16,AABBCCDEFGHIJKLM,125
16,AAABBCCDEFGHIJKL,265
16,AAAAAABBBBBCCCDD,0
16,AAAAAAAABBBCCDEF,0
16,AAAAABBBCCCDDEFG,0
16,AAAABBBCDEFGHIJK,16
16,AAAAAAAAAAABBBBC,0
16,AAAAAAAABBBBCCCD,0
16,AAAAABBBCCDEFGHI,5
16,AAAAAAABBBBBCCDD,0
16,AAAABBBBCCCCDDEF,0
16,AAAAABBBBCCDDEFG,0
16,AAAAAAAAAAABBBCD,0
16,AAAABBBCCCDDDEEE,0
16,AAABBBCCDDEEFFGG,0
16,AAAAAAAAABBBCDEF,0
16,AAAAAABCDEFGHIJK,0
16,AAAAAABBBCCDDEEF,0
16,AAAABBBBCCCDDEEF,0
16,AAAAAAAAAAAABCDE,0
16,AAAAAAABBBBBBBCC,0
16,AAAAAAAAABBCCDDE,0
16,AAAABBBCCDDEEFFG,3
16,AAAAAAABBBBBCCCC,0
16,AAAAAAABBBBBBBCD,0
16,AAAAAAAAABCDEFGH,0
16,AAAAAAAABBCCDDEF,0
16,AAAAABBBCCCDEFGH,2
16,AAAAABBBBBCCCCDD,0
16,AAAAAABBCCDDEEFG,0
16,AABBCCDDEEFFGGHH,0
16,AAAAAAAAABBCCDEF,0
16,AAAAAABBBBCCDDEE,0
16,AAAAAAAABBBBBCCC,0
16,AAAAAABBBCCCDDEF,0
16,AAAAAAAAAAAAABBC,0
16,AAAAAAAAABBBCCDD,0
16,AAAAAABBBBCDEFGH,0
16,AAAABBCDEFGHIJKL,26
